onca;caseiro;fake news;comment_text;;;;;
negativo;neutro;não;"Sim, na Bíblia, é relatado que Davi matou um leão e um urso para proteger o rebanho de seu pai antes de ser ungido rei. Ele utilizou suas habilidades e força para defender as ovelhas dos ataques desses animais. Essa história é parte da preparação de Davi para a batalha contra Golias e o seu futuro reinado. <br><br>Detalhes da história:<br><br>1 Samuel <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=1054"">17:34</a>-36:<br><br>Davi explica a Saul que, enquanto apascentava as ovelhas, ele enfrentou e matou um leão e um urso que atacavam o rebanho. <br><br>Protetor do rebanho:<br><br>Davi mostra sua coragem e habilidades em defesa do rebanho de seu pai, indicando sua capacidade de proteger e liderar. <br><br>Preparação para o futuro:<br><br>Essa experiência e outras anteriores prepararam Davi para enfrentar desafios maiores, como a batalha contra Golias e o futuro reinado.";;;;;
negativo;positivo;não;Verdade ainda mais um animal perigoso desses , a vida do ser  não tem mais valor p.muitos.;;;;;
neutro;positivo;não;Que DEUS conforte toda a família do Senhor Jorge ! 😢🙏🏻;;;;;
negativo;neutro;sim;No meu país a justiça prefere o assassino do que a  vítima, que triste 😢.Ana Moura;;;;;
neutro;negativo;não;Verdade vc só disse verdades, ele teve muitos indícios dessas onças no lugar e não se preocupou 😢;;;;;
negativo;neutro;não;parabéns simulacao comovente!Ao povo dessa regiao não deixe 1 ser humano ser dominator por1 bicho q não traz nada p nos!Somos seres humanos temos metas ajudar ao proximo!onça N enche barriga d ninguém e nem mata a fome das crianças do nosso brasil q andam please ruas nosso pais!Sem falar q elas devoram tds filhotes d outras especies;;;;;
neutro;neutro;não;E outra coisa ,a boca serve pra abençoar ou amaldiçoar,e o amigo disse que ela ia comer ele ,acabou profetizando ! Misericórdia!!!;;;;;
neutro;positivo;não;Coitado do Sr Jorge Deus quanta aflição não passou até morrer😮;;;;;
neutro;neutro;não;Recodei agora , meu tio tinha fazenda qdo notava onça , comprava fogos e ficava soltando a noite e dia eu ficava olhando aquilo e nao entendia e perguntei,  ele respondeu onça ....barulho assusta e mostra que nao é quintal dela .....fiquei pasmo 11 anos ....nem saia da casa;;;;;
neutro;positivo;não;O PATRÃO do senhor Jorge está errado,  pois ele invadiu o território das onças, o abtart delas, e construiu casa lá,  e certeza que o patrão nem ao menos o orientou, sobre o perigo que ele estava exposto, e sem nenhuma segurança....por tanto a família de Jorge procura a justiça, um advogado,  e se informe sobre indenização,  sim ja que Jorge era o provedor da família,  então eu acho que a família tem que ser indenizada 🤔;;;;;
neutro;neutro;não;Era pra ter pelo menos 2 cachorro com ele;;;;;
neutro;positivo;não;Humanos importam, tem alma!!!;;;;;
neutro;negativo;não;Não tem esse de hipnotizado , falha confiança ou excesso de confiança da parte dele aconteceu , ele já estava ciente do perigo;;;;;
neutro;neutro;não;Ela arrastou o corpo dele por aproximadamente 300 metros na mata, depois de ser localizado pelas equipes é que ela arrastou o corpo dele por mais 50 metros.;;;;;
negativo;positivo;não;Triste somente por ele e sua família, esse animal assassino que se exploda;;;;;
neutro;neutro;não;Adorei a maneira que foi colocada a narrativa. Prendeu mr do início ao fim.;;;;;
positivo;positivo;não;Discordo, os dois são importantes, tem muito animal que vale bem mais que muito ser humano.;;;;;
positivo;positivo;não;Essa onça  tirou uma vida isso  cousa revolta  imagina se fosse uma pessoa  da família  da gente ,família  dele está  sofrendo, com perde dele,😢/são  animais perigosos  tristeza,qe família  está  passando com tudo isso,😢;;;;;
neutro;negativo;não;Mas se tava um mês rondando a casa e o cara fica ali sozinho não dá pra entender isso;;;;;
positivo;positivo;não;"​@@ctmesquitajr1quanta ignorância,  o animal é um ser irracional, estava idoso, com fome e com dificu <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=6"">0:06</a> ldade de caçar e bem abaixo do peso, Pegou a presa que estava mais assessivel, lamento muito pelo seu Jorge, mas nesse caso os dois são vitimas, não adianta ficar com raiva do animal.";;;;;
neutro;neutro;não;Obrigado pelo comentário achei q só eu q pensava isso 😢;;;;;
neutro;neutro;não;​@@imortaisfcplayer6807Não tem essa de invadir espaço, cara. Nós também somos nativos daqui, ou tu veio de outro planeta? É cada uma.;;;;;
positivo;positivo;não;O homem sempre ta destruindo, matando os animais, desmatando as florestas, poluindo os rios... Muito triste quando tudo isso acontece, tanto um homem perder a vida quanto o  animal perder a liberdade.<br>Infelizmente tudo isso não vai acabar. <br>Oro pela família q passa pela dor do luto, que Deus conforte o coração de todos.;;;;;
negativo;positivo;não;PESSOAS DOENTES.ONDE QUE UM ANIMAL É MAIS IMPORTANTE QUE UM SER HUMANO .NUNCA;;;;;
neutro;neutro;não;Uma espingarda 12 tinha salvado á vida dele um lugar desse  aberto sabendo que tinha onça rodando á casa  era da quele jeito pra cima dela !!;;;;;
neutro;neutro;não;Excelente vídeo.  Deixei um like .;;;;;
negativo;neutro;sim;O povo fica surpreso Ao saber q uma onça atacou um humano.  O animal e carnivoro  oq for feito de carne e ela consegui domina claro q vai ataca.  O povo e q tenhe q ter sempre cuidado . N se pode confiar;;;;;
neutro;neutro;não;Com certeza graaaaande livramento, pois se Deus na intervém, nessa situação, infelizmente seria mais uma história muiiiiiito triste;;;;;
negativo;negativo;não;Verdade, ele sabia que ela tava sempre por perto. Era pra ele ter matado ela;;;;;
neutro;neutro;não;Também somos assassinos;;;;;
neutro;negativo;não;Como uma pessoa mora num lugar desses não carrega uma arma um facão por exemplo 😔🌻👍;;;;;
neutro;neutro;sim;Isso mesmo tem que entrar com processo em cima deles porque eles defende mais os animais do que os seres humanos.;;;;;
neutro;positivo;não;Muito  delicado ❤triste  Jesus Cristo  conforte  á  família;;;;;
neutro;neutro;não;A natureza sempre avisa, a quelas pegadas não e normal;;;;;
neutro;neutro;não;Verdade... qnd alguém fala q algo d ruim vai me apetecer, fico eh brava pq palavra tem mt poder;;;;;
negativo;positivo;não;Animal tava com fome serumano inocente deus abençoe ele;;;;;
neutro;neutro;não;Porque estão destruindo os habitats naturais delas pra construir condomínios de luxo 😢;;;;;
positivo;neutro;não;Concordo plenamente...a onça, não tem culpa;;;;;
neutro;neutro;não;O animal é predador. O ser humano é presa ( alimento). O ataque é raro porque nem sempre há o contato direto entre eles. No Campo, o ser humano tem que entender que é apenas mais um ser vivo podendo ser caçador ou presa. Ademais,  não é diferente da vida na cidade.;;;;;
neutro;neutro;não;@carolb7777  sim e ela pedia pra eu clarear direito. E a biclicleta era antiga daquelas q vinhas tipo o sininho, q quando apertava fazia um barulho bem pouco. Meu pai bebia e foi pra fazenda de bicicleta. Bebado nao conseguiu ir de bicicleta. No outro dia eu ela fomos atras da bicicleta. Quando chegamos na arvore q ele deixou ela, tinha um rasto de onça até onde ele deixou a bike. Foi por pouco.;;;;;
neutro;neutro;não;Chega a ser engraçado ver comentários que dizem que falta comida para onças no Pantanal. O que atraiu a onça foi a comida fácil. A ceva que ali estava. Inúmeros jacarés, capivaras, antas estão no Pantanal e são alimentos pra elas;;;;;
negativo;neutro;não;O que me intrigou, foi essa segurança e falta de medo dessa onça na presença de humanos.;;;;;
negativo;neutro;sim;Saiu um vídeo de ônibus escolar quebrado com crianças dentro.<br>Quando o guincho estava chegando. <br>Viu , uma onça espreitando o ônibus. <br>Quantos humanos precisam virar comida de onça para se tomar as providências de segurança?;;;;;
neutro;neutro;não;Porque não tinham pelo menos 5 viralatas, ou 3 Filas Brasileiros. Quem mora nessas áreas tem que andar armado e no mínimo em dois e novamente reforçando, tem que ter uma matilha de cães. Cães são amigos e protetores.;;;;;
negativo;neutro;sim;Vinha amigo, hoje um cachorro,um sapo vale muito mais que a nossa vida,quanto mais uma onça;;;;;
neutro;neutro;não;Fora uma pistola carregada.;;;;;
negativo;neutro;não;Movida pela fome, idade, falta de alimento suficiente e perda de território, motivos que levou ela a ver seu jorge como uma presa grande e que ela analisou até imobilizar😢;;;;;
negativo;neutro;não;meu irmao ja foi atacado porem saiu vivo..tava passando numa mata fechada tava a cavalo.Deus Deu livramento;;;;;
negativo;neutro;sim;É instintivo, nós seres humanos já fomos presa, hoje estamos no topo da cadeia alimentar... Pensar em um semelhante sendo devorado, assusta, é normal.;;;;;
negativo;neutro;sim;@@Amarildo-s9t Cachorro no pantanal não dura 1 semana, não adianta criar...;;;;;
negativo;negativo;não;😢achou que a onça não ia ataca-lo;;;;;
neutro;neutro;não;Palavras têm poder !,Pare e pense em tudo que irá dizer.;;;;;
neutro;neutro;não;Concordo claro que a vida humana e mais valiosa que a de um animal.;;;;;
neutro;neutro;não;Aqui tem pena d morte pra estuprador ? Não né....então N fala besteira;;;;;
neutro;positivo;não;Descanse em paz senhor Jorge. Meus sentimentos à família. Que a sua morte não tenha sido em vão. Que medidas preventivas sejam tomadas para que ataques assim não se repitam.;;;;;
neutro;neutro;não;Animais não tem alma, humanos sim.;;;;;
negativo;neutro;não;Apois eu passo o chumbo  mesmo;;;;;
negativo;neutro;não;Isso que eu não entendo se um animal desse ameaça atacar deve ser abatido .;;;;;
neutro;neutro;não;Devia ter uma matilha de cachorros pelo menos;;;;;
neutro;neutro;não;E só não mora no habitar das onças;;;;;
negativo;neutro;sim;"Por q valorizar mais humanos q animais?? Por q n valorizar d modo igual, como prega a própria bíblia? O ser humano sempre se sentindo superior.<br>ECLESIASTES 3: 18-21<br>&quot;18 Disse eu no meu coração, quanto a condição dos filhos dos homens, que Deus os provaria, para que assim pudessem ver que são em si mesmos como os animais.<br>19 Porque o que sucede aos filhos dos homens, isso mesmo também sucede aos animais, e lhes sucede a mesma coisa; como morre um, assim morre o outro; e todos têm o mesmo fôlego, e a vantagem dos homens sobre os animais não é nenhuma, porque todos são vaidade.<br>20 Todos vão para um lugar; todos foram feitos do pó, e todos voltarão ao pó.<br>21 Quem sabe que o fôlego do homem vai para cima, e que o fôlego dos animais vai para baixo da terra?&quot;";;;;;
neutro;neutro;não;Verdade;;;;;
neutro;neutro;não;Ela fez da quelé lugar o seu território ,e não tolerava mas o caseiro ali .por isso  ela voltou .;;;;;
negativo;neutro;sim;não criava nem um cachorro pra dar sinal;;;;;
positivo;positivo;não;Eu respeito aa morte do seu Jorge porém muita pena pelo o bicho qui não raciocina tadinho dele;;;;;
negativo;neutro;sim;Muito romantismo com o que é fato. Onça ataca sim e come gente sim, mesmo que isso nao seja comum acontece. Nao foi a primeira cez nem será a ultima. Dezenas de pessoas ja sofreram ataquem e poicos sobreviveram.;;;;;
neutro;neutro;não;Lenda até a mídia falar dele depois é esquecido agora aproveitam a morte dele porque da audiencia;;;;;
neutro;neutro;não;Os animais faz a selvageria deles por sobrevivência. Se ela estivesse alimento suficiente não teria o matado, a menos que se sentisse ameaçada.  Já o ser humano que tem poder de escolha,  faz suas crueldades sem precisar, só por diversão mesmo.;;;;;
neutro;neutro;não;Pq ele andava sem arma de fogo  e um bom facao;;;;;
neutro;neutro;não;Eu continuo com a dúvida se a onça capturada foi a mesma que atacou Jorginho, já que estava magra e barriga vazia. Em dois dias não é tempo suficiente para o estômago do animal digerir e expelir o alimento. Não sou biólogo. Apenas acho.;;;;;
neutro;neutro;não;Desequilibrio ambiental;;;;;
neutro;neutro;sim;Ele morreu antes de ser devorado pelo que os biólogos falaram. Quando ela o arrastou, ele já estava morto devido à fratura craniana grave que sofreu;;;;;
negativo;neutro;não;Bom pra onça é chumbo Grosso;;;;;
neutro;neutro;não;Essa simulação ficou muito bom. <br>Como faz???;;;;;
neutro;positivo;não;Meu Deus em nome do Senhor Jesus Cristo nos proteja porque só o Senhor é o verdadeiro Amigo 🙏;;;;;
neutro;neutro;não;Verdade;;;;;
neutro;positivo;não;Que Deus conforte a família do Sr.Jorge e que ele descanse em paz.;;;;;
neutro;neutro;não;Quem mora no mato sabe que o mais forte tem mais chance de  sobreviver;;;;;
negativo;neutro;não;O que me revolta é esses protetores de onças. As onças pode comer a gente mas a gente não pode comer a õnça!!!!  É muita ipocrisia! Vamos!!!! Acabem as gentes e vivam as onças!!!!;;;;;
neutro;neutro;não;O ser humano cava a própria sepultura 😢;;;;;
neutro;neutro;não;Eles atraiam as onças com ceva..crime;;;;;
neutro;negativo;não;Não  acredito que  uma  onça  solta  nas matas  seja  amiga de SER  humano   por lá  não  tinha  vacas  outros  animais  pra  ela  atacar  não  me  conformo  com  o vacilo  de todos ali  naquele  lugar 😢😢😢;;;;;
neutro;neutro;não;Na sua opinião;;;;;
neutro;neutro;não;Nunca no caso desse semhor sim mais o tanto de vagabundo q tem.nas capitais grandes os animais pra mim são mais valiosos;;;;;
neutro;neutro;não;Eu concordo  e se acontecer com um filho desses que tanto proteje  esses animais ferozes?;;;;;
neutro;neutro;sim;Onças saudáveis,tigres e leoes saudáveis sempre predaram o ser humano tb.;;;;;
neutro;positivo;sim;Muito triste ver que o ser humano valoriza mais a vida de um animal que não tem alma doque um ser humano,isso porque não é da sua família. Pobre família deve tá sofrendo muito.;;;;;
neutro;positivo;não;Cruzes!  Só  Deus na causa! Que fim triste do Senhor Jorge!;;;;;
neutro;neutro;não;Deus falou pra ADÃO  DOMINE SOBRE TUDO MAS HOJE OS ANIMAIS DOMINA SOBRE O HOMEM;;;;;
neutro;negativo;não;Comunidade já era pra tá ligado vendo rastro;;;;;
neutro;neutro;não;Foi isso que comentei, e inclusive porque não havia cães nesta moradia, com certeza agora vão adquirir cães, pois além de espantar a onça, são os melhores amigos do homem.;;;;;
negativo;neutro;sim;A inversão de valores de um tempo para cá colocou o ser humano menos que nada;;;;;
neutro;neutro;não;Precisa saber se foi essa mesma onça ou outra que matou o seu Jorge.;;;;;
neutro;neutro;não;😮😮😮;;;;;
neutro;positivo;não;Meu Deus isso tudo é muito triste  meus sinceros sentimentos a todos os familiares e amigos;;;;;
negativo;neutro;sim;Tinha q passar o cartucho tem muita onça 1 ñ vai fazer falta;;;;;
negativo;positivo;não;eu sou ser humano que tenho afeto pela humanidade.. como essa onça matou o seu jorge.. tem que ser sacrificado.;;;;;
neutro;neutro;sim;Não deu nem tempo dele pensar, foi um ataque muito rápido e brutal ela foi direto no cérebro dele.;;;;;
neutro;neutro;não;Verdade;;;;;
neutro;neutro;não;Dizem que o senhor Jorge já estava habituado a ver essas onças por ali. 😮;;;;;
neutro;neutro;sim;Agr se fosse um humano que tivesse matado a onça estaria lá atrás das grades, sofrendo maus tratos, ninguém ligando se estava precisando de medicamentos ou algo do tipo, agr quando uma onça mata um humano receber os melhores cuidados e medicamentos quando e preciso!<br>Moral da história: nesse mundo o serviço humano não tem valor nenhum 🤷🏻‍♂️;;;;;
